time_s,snr_db
12383.953,1.6022878481573772
12383.953,1.6055678246486833
12383.968,1.6142360357063812
12383.968,1.617027346102459
12383.984,1.6060411579542835
12383.984,1.600262621719345
12383.984,1.5934017031436332
12384.0,1.586886784817692
12384.0,1.5838331607367198
12384.0,1.561931533525407
12384.0,1.5265936173115509
12384.015,1.4918995456673856
12384.015,1.4817474690571375
12384.015,1.489195923030313
12384.015,1.485069957609314
12384.031,1.4893476716385705
12384.031,1.490006041928652
12384.031,1.5031667575409102
12384.031,1.525782902882312
12384.031,1.5501906128281948
12384.046,1.5684186304072443
12384.046,1.591885794207758
12384.046,1.579892342998208
12384.046,1.5825334925506134
12384.046,1.5770544053277153
12384.062,1.569597026262062
12384.062,1.5671461522181485
12384.062,1.5681429175283315
12384.062,1.5825748305320564
12384.078,1.568324715528305
12384.078,1.5712125536474733
12384.078,1.5565628564096263
12384.078,1.5488722586691372
12384.093,1.5397258675842453
12384.093,1.5731128866084596
12384.093,1.592350081149809
12384.093,1.5997938727153187
12384.109,1.6252467200466403
12384.109,1.6316547177413823
12384.109,1.6421130129431403
12384.109,1.6619462192663927
12384.109,1.6571818357282835
12384.125,1.6657978299753973
12384.125,1.671617666330477
12384.125,1.651019052614826
12384.125,1.6333771305259284
12384.125,1.6304014949796088
12384.14,1.6378894127380417
12384.14,1.635098248161565
12384.14,1.637038865053022
12384.14,1.6114326193438808
12384.14,1.603144027295464
12384.14,1.6035038600048357
12384.156,1.6060203725950672
12384.156,1.6167119576321511
12384.156,1.6453497052750168
12384.156,1.6648184830559754
12384.156,1.681216471968363
12384.171,1.699005200044734
12384.171,1.7182918507981924
12384.171,1.7171634915904308
12384.171,1.7306343248992468
12384.171,1.7515292761678622
12384.171,1.7536985980292714
12384.187,1.7394568662058016
12384.187,1.726219130043003
12384.187,1.6974652747298766
12384.187,1.6952427325862305
12384.187,1.694377975449989
12384.203,1.6791473703802269
12384.203,1.679147370380226
12384.203,1.6528317179957484
12384.203,1.6502313570342357
12384.203,1.6388205898118022
12384.203,1.6455194267267905
12384.218,1.6469667761896378
12384.218,1.6552085174987257
12384.218,1.6738089439969248
12384.218,1.6805753927302927
12384.218,1.7145706958069582
12384.234,1.7145706958069582
12384.234,1.7840154214934054
12384.234,1.7833913102553631
12384.234,1.7810292570440878
12384.234,1.737796246983291
12384.25,1.7097202377759322
12384.25,1.6858293665260937
12384.25,1.707185409203891
12384.25,1.7247699412091546
12384.25,1.7333977049289908
12384.25,1.730418560907159
12384.265,1.7361875624298548
12384.265,1.8229190302106346
12384.265,1.8361999276059389
12384.265,1.8598171594493969
12384.265,1.8692293738723922
12384.281,1.869609064137139
12384.281,1.8664807557111651
12384.281,1.859931528837297
12384.281,1.8559439097267514
12384.281,1.8473385511998557
12384.296,1.822813498514949
12384.296,1.8019107983093177
12384.296,1.799008793940795
12384.296,1.795731525499681
12384.296,1.7989455294028223
12384.312,1.7921504000043496
12384.312,1.7980316608287825
12384.312,1.8429142590384329
12384.312,1.9073509832934787
12384.312,1.9435650941545937
12384.312,1.9455370783434247
12384.328,1.9506080842633122
12384.328,1.9424974044358254
12384.328,1.9315750255181543
12384.328,1.9342111917754248
12384.328,1.9196540788868424
12384.343,1.8949317481943844
12384.343,1.8315715658919827
12384.343,1.793962146258601
12384.343,1.7706782538481558
12384.343,1.7463064843570322
12384.343,1.738825679005466
12384.359,1.7267537555328416
12384.359,1.733645426260616
12384.359,1.750151699544561
12384.359,1.791080903439526
12384.359,1.8660062986301842
12384.375,1.987633986454498
12384.375,2.0864547722561206
12384.375,2.161389150074092
12384.375,2.2376164444814153
12384.375,2.256424952073765
12384.375,2.2404923418670366
12384.39,2.2068945717689683
12384.39,2.180741127166828
12384.39,2.164699975507957
12384.39,2.16179649980981
12384.39,2.152400924859956
12384.406,2.134921002091496
12384.406,2.1383607702077505
12384.406,2.142031922377447
12384.406,2.1428438888392183
12384.406,2.205873818076708
12384.421,2.228930833000457
12384.421,2.2863710511095556
12384.421,2.3557803061630045
12384.421,2.443525093561022
12384.421,2.4916678191376707
12384.437,2.466445491159255
12384.437,2.424912545973268
12384.437,2.407640088374582
12384.437,2.401430054718467
12384.437,2.3728122380254786
12384.453,2.346358238479314
12384.453,2.2873576588123505
12384.453,2.2604725497094695
12384.453,2.259011788498272
12384.453,2.2532773162684605
12384.468,2.247726793136761
12384.468,2.22049963835869
12384.468,2.221797111151619
12384.468,2.2370785285495747
12384.468,2.2595706739410386
12384.484,2.3206716308012707
12384.484,2.3764176505601684
12384.484,2.3960321438244296
12384.484,2.3934578844447145
12384.484,2.3775413338634515
12384.484,2.3775413338634515
12384.5,2.341627734102399
12384.5,2.3287879575836543
12384.5,2.213426741319688
12384.5,2.155306640612448
12384.5,2.1359259372159998
12384.515,2.1351780946963994
12384.515,2.138390942153976
12384.515,2.122965161196057
12384.515,2.1163063138023332
12384.515,2.1163063138023332
12384.531,2.12775669519675
12384.531,2.1343687407455265
12384.531,2.1603541473204753
12384.531,2.160354147320475
12384.531,2.1478590453315656
12384.546,2.1414433201098446
12384.546,2.1250949135556483
12384.546,2.089847896023462
12384.546,1.9741578501535302
12384.546,1.9510431255346279
12384.546,1.94539199108837
12384.562,1.9492580447350205
12384.562,1.9429861902189085
12384.562,1.9497616923741092
12384.562,1.9492154398839476
12384.562,1.9490752637094035
12384.578,1.964999377092248
12384.578,1.9937638735851546
12384.578,2.0291518666764006
12384.578,2.0863691726810605
12384.578,2.0953772784713736
12384.593,2.104248979187457
12384.593,2.1294681848613553
12384.593,2.1690060730210297
12384.593,2.200045317721341
12384.593,2.1966186263955914
12384.609,2.186773777856082
12384.609,2.1675417509774872
12384.609,2.1481248276646263
12384.609,2.1166706166227387
12384.609,2.091903137374168
12384.609,2.0916611160110996
12384.625,2.0942597487257926
12384.625,2.089371356283772
12384.625,2.103445460162652
12384.625,2.1299789336910573
12384.625,2.178236716027797
12384.64,2.24334840446561
12384.64,2.284680378186936
12384.64,2.353444273652557
12384.64,2.4087614886159177
12384.656,2.433271795910375
12384.656,2.444584459651091
12384.656,2.464890368751043
12384.671,2.491496554059785
12384.671,2.4879898582441524
12384.671,2.480972135178093
12384.687,2.435476583654239
12384.687,2.409810439731674
12384.703,2.385680417938467
12384.703,2.3570621016613744
12384.703,2.354997031801708
12384.703,2.354421221239507
12384.718,2.367854690731734
12384.718,2.368111453319714
12384.718,2.355489285673444
12384.718,2.3544235858953937
12384.734,2.348451042801549
12384.734,2.368945889400061
12384.734,2.3883111863506206
12384.75,2.389581592506807
12384.75,2.343578001091164
12384.765,2.3705967676048894
12384.765,2.3793110296310154
12384.765,2.3292053528878407
12384.765,2.3171971710161774
12384.765,2.3200498427593614
12384.781,2.3670283309371767
12384.781,2.3917760348456603
12384.781,2.391887880603936
12384.781,2.3889581477368544
12384.781,2.4143618841635397
12384.796,2.418418795099061
12384.796,2.4277132310755305
12384.796,2.4423563727222533
12384.796,2.4179150010672696
12384.796,2.410483961922831
12384.796,2.4195716867690282
12384.812,2.4030241142035593
12384.812,2.384033334615339
12384.812,2.3815357876526906
12384.812,2.3862597070473783
12384.812,2.375999349520393
12384.828,2.365010274754603
12384.828,2.3346404925306197
12384.828,2.350317912203119
12384.828,2.418310975717201
12384.828,2.480580114135079
12384.843,2.5160015858605926
12384.843,2.5202883124751905
12384.843,2.5046640493921615
12384.859,2.481748230777065
12384.875,2.48580848416167
12384.875,2.4790158263963096
12384.89,2.4676308134445533
12384.906,2.441880501644012
12384.906,2.430354048910848
12384.921,2.4425435679035115
12384.921,2.477448853294795
12384.937,2.487627291122781
12384.953,2.4575184673432773
12384.953,2.420692618184462
12384.968,2.4088363267009725
12384.984,2.4290494185817004
12384.984,2.4458179391630246
12385.0,2.459253443511099
12385.0,2.463124332110591
12385.015,2.48258605470427
12385.031,2.50915204570993
12385.031,2.522081334724773
12385.046,2.523331931435877
12385.062,2.509754477413551
12385.078,2.484616404360899
12385.093,2.475806211815941
12385.109,2.4564901739584766
12385.14,2.4570646490268326
12385.156,2.4328075197610675
12385.265,2.425846949478513
12385.265,2.4163256755768048
12385.265,2.3911320764655244
12385.281,2.4043752099770312
12385.281,2.4224760807839614
12385.296,2.45379803322624
12385.296,2.447314467659392
12385.296,2.458967176828721
12385.296,2.4651217586344782
12385.312,2.4951169417450116
12385.406,2.4977312015832585
12385.406,2.485766211771826
12385.421,2.4845811509959947
12385.421,2.4586560058174287
12385.437,2.443199195095323
12385.437,2.4091757357156913
12385.437,2.3850754581288913
12385.437,2.3423675228560747
12385.453,2.3005732156449814
12385.453,2.259926648177527
12385.453,2.259926648177527
12385.453,2.258417390960466
12385.453,2.2634815462735847
12385.468,2.3043719254280615
12385.468,2.324537442590016
12385.468,2.4065818135942445
12385.468,2.4481098815287434
12385.484,2.4670813688022086
12385.5,2.475681293291883
12385.5,2.471649779463276
12385.515,2.5000206869978525
12385.625,2.4894050648619057
12385.64,2.4894050648619057
12385.781,2.466155069600452
12385.781,2.4165599581023764
12385.781,2.4079978960736392
12385.89,2.368900097402507
12385.89,2.36422534286256
12385.921,2.337002057685471
12385.921,2.282593059768744
12385.953,2.274572588165814
12385.953,2.032935449758871
12385.968,2.045783739496726
12385.968,2.0987451190516766
12386.078,2.0849034468306082
12386.078,2.074362370051075
12386.078,2.0630876759255443
12386.093,2.0643109727158744
12386.093,2.0590595139311154
12386.093,2.037778481677255
12386.109,2.099611544633551
12386.109,2.099611544633552
12386.109,2.07933911108369
12386.125,2.0768855429871578
12386.125,2.054543804079759
12386.125,2.0467183550003263
12386.125,2.035846752268445
12386.125,2.0472630545794344
12386.14,2.0353126121433838
12386.14,2.041016015064584
12386.14,1.9447853815208522
12386.14,1.9892578969242523
12386.14,1.997332225209644
12386.14,2.029668659979464
12386.156,2.056824750530122
12386.156,2.0732405376296223
12386.156,2.1064171063065094
12386.156,1.9887580449468034
12386.156,1.4376530100130598
12386.156,1.4372624924246111
12386.171,1.4355466754509316
12386.171,1.3040148202869075
12386.171,1.2046274809397715
12386.171,1.2142301604541204
12386.171,1.2155719734519763
12386.171,1.2078866796301055
12386.171,1.2249171127303669
12386.187,1.2667218833394878
12386.187,1.298265047230168
12386.187,1.306601158481135
12386.187,1.3193657229856806
12386.203,1.3097308047210516
12386.203,1.3266380635767292
12386.203,1.3383647586492757
12386.203,1.3341477464867193
12386.203,1.296880914476374
12386.218,1.3151320448463653
12386.218,1.3262705320736932
12386.218,1.3397853468458207
12386.218,1.330948868309121
12386.218,1.336413515832036
12386.218,1.334642312023239
12386.234,1.350645753862056
12386.234,1.3576906658768664
12386.234,1.3616837720987776
12386.234,1.3702370353809172
12386.25,1.362294665183506
12386.25,1.358596590140277
12386.25,1.3563653538957985
12386.25,1.3634129549124858
12386.25,1.365695779322089
12386.25,1.3729754885315932
12386.265,1.3627987810506295
12386.265,1.3715658180748678
12386.265,1.373116266606499
12386.265,1.3739458332519903
12386.265,1.3660140086348673
12386.265,1.3767956002341808
12386.281,1.3850129822154844
12386.281,1.3840841987761618
12386.281,1.3891546540247088
12386.281,1.3754204095513012
12386.281,1.37929832263133
12386.281,1.377705406252859
12386.296,1.3948595166245645
12386.296,1.4098869031108683
12386.296,1.413516626999187
12386.296,1.4229211979529013
12386.296,1.4339507010590655
12386.312,1.4559793376338726
12386.312,1.4510020137760788
12386.328,1.4392891129673526
12386.343,1.431733888315532
12386.343,1.4187130233140268
12386.359,1.3990902295025318
12386.375,1.4039742721306
12386.375,1.400129419578019
12386.39,1.3933912909319688
12386.406,1.3689733355940492
12386.406,1.650266383253606e-06
12386.421,0.0017362214865546185
12386.421,0.002368431021268378
12386.437,0.007843431121340375
12386.453,0.008133555777150074
12386.453,0.011504638491034561
12386.468,0.009039000918876109
12386.484,0.010497783930554533
12386.5,0.0012890856866868334
12386.5,0.0004885527694439382
12386.515,0.012771827341515113
12386.515,0.022591407806414016
12386.531,0.02683836515040292
12386.531,0.03155747187504256
12386.546,0.04732013231958029
12386.562,0.06434600094783169
12386.578,0.08099916634831522
12386.578,0.09754452591572191
12386.593,0.11472965406726066
12386.593,0.13217032221255365
12386.609,0.14854613147057266
12386.609,0.15123333319417864
12386.625,0.11920452620576809
12386.64,0.0627825970322749
12386.656,0.020312783955724226
12386.656,0.001428983557422458
12386.671,0.0010263752670942696
12386.671,0.006445886092853341
12386.687,0.01172432686596668
12386.703,0.012755746597988317
12386.718,0.009453586806106152
12386.718,0.005275618258247455
12386.734,0.0020476295348322835
12386.734,0.0003144574889770672
12386.75,7.847676373814986e-05
12386.765,0.0010927360726696548
12386.765,0.0021054551581996903
12386.781,0.0017640192462727712
12386.781,0.00039183510815282637
12386.796,0.00029166435836126196
12386.812,0.003471872212311852
12386.812,0.009320587049591681
12386.828,0.015160779170048218
12386.843,0.01825996256849344
12386.843,0.01667373615775831
12386.859,0.012662857504346571
12386.875,0.008397863236694511
12386.875,0.004835430692413395
12386.89,0.002260821966771038
12386.906,0.0006932902833656856
12386.906,8.641368251458807e-05
12386.921,3.35557028535251e-11
12386.921,2.2931507319170744e-07
12386.937,0.00015320114263144062
12386.953,0.0012603265567286991
12386.953,0.00433860387816566
12386.968,0.009147917701352573
12386.984,0.01411114424899932
12386.984,0.016691092755035213
12387.0,0.01519559227534219
12387.015,0.01184314366514868
12387.015,0.00827454594474032
12387.031,0.005193233320175388
12387.031,0.002827019800929274
12387.046,0.0013838027457536857
12387.062,0.0006204282533738325
12387.062,0.0003132437499133913
12387.078,0.0003362789960150943
12387.093,0.0008184464095265
12387.093,0.002297365492372561
12387.109,0.005415973164680969
12387.109,0.009738459339274176
12387.125,0.013783060801863995
12387.14,0.014446905529312586
12387.156,0.012318793308157643
12387.156,0.00931289799175916
12387.171,0.006400375061127559
12387.187,0.003971467000220486
12387.187,0.002419006504585483
12387.203,0.0014875166141989878
12387.203,0.0010673965877530446
12387.218,0.0011017457959530267
12387.234,0.0018636401493292189
12387.234,0.003865279810084947
12387.25,0.007575263848233722
12387.265,0.012274151558549372
12387.265,0.016031896914327794
12387.281,0.016761131785068453
12387.296,0.014649611597818553
12387.296,0.011570635267503498
12387.312,0.008492170945240398
12387.328,0.005807068416726035
12387.343,0.003746703075737018
12387.375,0.0022975380018554316
12387.39,0.0013814666408797332
12387.406,0.001061292815826635
12387.421,0.0014987015641141467
12387.421,0.003044527873429158
12387.437,0.00623468988648321
12387.437,0.011179273356549025
12387.453,0.016213038806521463
12387.468,0.019213645775967233
12387.468,0.01824045581077431
12387.468,0.015487227562432216
12387.468,0.012286674514238361
12387.468,0.00925493870375324
12387.484,0.006625468763577582
12387.484,0.004463037408443137
12387.484,0.0028751377749512723
12387.5,0.0020171219790193332
12387.515,0.0018937441242206253
12387.515,0.002610352668470761
12387.531,0.004647288353631874
12387.546,0.008521787633226014
12387.546,0.013653416763269085
12387.562,0.018011161167580992
12387.562,0.019472288810122494
12387.578,0.017891726663611735
12387.593,0.015098508154328057
12387.593,0.012075823545316883
12387.609,0.009264314412334386
12387.625,0.006813796677080375
12387.734,0.004767066040929814
12387.765,0.003317802565999314
12387.796,0.002623673101157381
12387.796,0.0027164153975341304
12387.796,0.00368086503600498
12387.812,0.006153124201211321
12387.812,0.010282688257486777
12387.812,0.015435169589139725
12387.828,0.019718204258245144
12387.828,0.02134493341614047
12387.843,0.019872625491336234
12387.843,0.01712760951136221
12387.843,0.014089385427188204
12387.843,0.011202040817012579
12387.859,0.008629828969693597
12387.859,0.006577253603231036
12387.859,0.005203651446019317
12387.859,0.004619049087802042
12387.859,0.004733189702101484
12387.875,0.005193058921584503
12387.875,0.0067407681456630834
12387.875,0.009029049567477722
12387.875,0.011602721860590255
12387.875,0.013743051384774658
12387.89,0.014815719139041339
12387.89,0.014717767312357542
12387.89,0.013781284189032818
12387.89,0.012447625460864191
12387.906,0.011010527830684461
12387.921,0.010737404668665575
12387.937,0.009858820520840157
12387.937,0.009797703373014494
12387.953,0.009362194693036978
12387.953,0.009025736589007412
12387.968,0.008476048858794247
12387.984,0.007998768333277055
12387.984,0.007834524541198689
12388.0,0.007722987317013137
12388.015,0.0076619073084260095
12388.015,0.006489566514137542
12388.031,0.006139978901702234
12388.046,0.005566301910041919
12388.046,0.005799696749531545
12388.062,0.00562741331677549
12388.062,0.005444773024361818
12388.078,0.005511866277449781
12388.093,0.005552868095700017
12388.093,0.005256983999846029
12388.109,0.005002639177674097
12388.125,0.004731950981606985
12388.125,0.00448757090574724
12388.14,0.004244487144407515
12388.156,0.003981278350275444
12388.156,0.003772295790034014
12388.171,0.0035922163418116108
12388.171,0.00342279779825903
12388.187,0.003260616263603203
12388.203,0.0031382362318398407
12388.203,0.0030071336063156166
12388.218,0.0028929269921667005
12388.234,0.0027941276022615423
12388.234,0.0027088860018387815
12388.25,0.0026498786264933867
12388.265,0.002591423716899919
12388.265,0.0025412205718865653
12388.281,0.0024919213244806522
12388.281,0.0024372313261553226
12388.296,0.0023073794344522975
12388.312,0.0022129146079609002
12388.312,0.002127018585594348
12388.328,0.0020157929344341427
12388.343,0.0019066865692030435
12388.343,0.001797063339169482
12388.359,0.0016852682240081696
12388.375,0.001588319009882746
12388.375,0.0014977570775843584
12388.39,0.0014114662255443802
12388.406,0.0013352275510742522
12388.406,0.001273261122968325
12388.421,0.001225057891782321
12388.437,0.0011867729913937676
12388.453,0.0011466436428376533
12388.468,0.0011041995310684559
12388.5,0.0010737840879507688
12388.531,0.0010566180566307366
12388.531,0.0010457493736450957
12388.531,0.0010044096494332092
12388.546,0.0009555606821162615
12388.562,0.0009313870819594476
12388.562,0.0008954623002608046
12388.562,0.0008620072255574905
12388.578,0.0008141039330760736
12388.578,0.000775386214275955
12388.578,0.0007345076362509091
12388.578,0.0006906682848411641
12388.593,0.000651096858464849
12388.593,0.000613790189119159
12388.593,0.000578791966832086
12388.609,0.0005444486332777253
12388.625,0.0005166651940513294
12388.625,0.0005011823075748294
12388.64,0.00048165272619075407
12388.64,0.00046601480458805173
12388.656,0.0004554197310951883
12388.671,0.0004455813658089729
12388.687,0.0004352221837176136
12388.687,0.00042291876888167626
12388.703,0.00041111766126897357
12388.703,0.0003976001373410562
12388.718,0.0003823831492840486
12388.734,0.0003659258686861869
12388.734,0.0003478817421063942
12388.75,0.00032517014883043637
12388.765,0.000305256856607446
12388.765,0.0002845155304353232
12388.781,0.0002663024520258116
12388.781,0.00024872399573164016
12388.796,0.0002336746937443717
12388.812,0.00021957083225817848
12388.812,0.0002086217531904738
12388.828,0.00020024596166258907
12388.843,0.0001940209939498759
12388.843,0.00018952039614619879
12388.859,0.00018597438467788654
12388.875,0.00018276014813328392
12388.875,0.0001778842401051692
12388.89,0.00017299514153718923
12388.906,0.0001683302980472302
12388.906,0.00016237149993443605
12388.921,0.00015559283192095972
12388.937,0.0001484692866370007
12388.937,0.00014041701432035685
12388.953,0.0001309770377611108
12388.953,0.00012106958191520778
12388.968,4.181042869749667e-05
12388.984,2.210214063689346e-05
12388.984,1.6119431814727953e-05
12389.0,4.373856685695382e-06
12389.015,2.8933815815906108e-06
12389.015,6.285330223642731e-07
12389.031,1.0913893613666847e-06
12389.046,3.5415101044245374e-07
12389.046,7.508230683981489e-06
12389.062,2.608935115691775e-05
12389.062,0.00013958943698515243
12389.078,0.0002237989730816528
12389.093,0.00025462634054254526
12389.093,0.00028747954994369815
12389.109,0.0004711669216214567
12389.125,0.0008182087676068155
12389.125,0.0013342262374909683
12389.14,0.002040546883650107
12389.156,0.0028862132317444477
12389.156,0.003729402734446297
12389.171,0.004429984608591099
12389.187,0.004474888237415241
12389.187,0.0037478808848903696
12389.203,0.0024950693456217317
12389.203,0.0011630910475758523
12389.218,0.0001444364894566687
12389.234,9.913309311762325e-05
12389.234,0.0008422317725291426
12389.25,0.0016606292255143783
12389.265,0.0018154999619127514
12389.265,0.0013628450287731986
12389.281,0.000781848576106849
12389.281,0.00031121384388433515
12389.296,4.600124111155521e-05
12389.312,1.7805425233088365e-05
12389.328,0.00021496465573948276
12389.328,0.0004072916017907203
12389.343,0.00033516585629627977
12389.343,7.28823213179371e-05
12389.359,7.117386225543421e-05
12389.375,0.0009099894852846657
12389.375,0.0027391487865643122
12389.39,0.004487317031159648
12389.406,0.005231969615514571
12389.406,0.004867876914792072
12389.421,0.003695960211065964
12389.437,0.002484261610935088
12389.437,0.0015219245645052629
12389.453,0.000768232106958181
12389.468,0.00027713690828329453
12389.468,5.108730663646018e-05
12389.484,8.83003177794952e-06
12389.484,4.3686647615547555e-05
12389.5,0.00024381946566462575
12389.515,0.0010386119388356369
12389.515,0.003005638011249661
12389.531,0.006265594052210003
12389.546,0.009435519384393857
12389.546,0.011011964769790002
12389.562,0.010170281710606478
12389.562,0.008232579621521918
12389.578,0.006089751731504578
12389.593,0.004039349546755005
12389.593,0.0023555153786155103
12389.609,0.001384724228003942
12389.625,0.0009083748958089721
12389.625,0.0007262595810729061
12389.64,0.0009321202407327526
12389.64,0.0016182992852017534
12389.656,0.0034959051693751434
12389.671,0.0068392219072623515
12389.671,0.011330930623257018
12389.687,0.015760368075142892
12389.703,0.016658934428112053
12389.718,0.014689733683555892
12389.718,0.011736913999640003
12389.734,0.008567767339723862
12389.734,0.005625414738354033
12389.75,0.0038870835697165118
12389.765,0.0027381715918532038
12389.765,0.002182695168576839
12389.781,0.0021040713121707327
12389.796,0.0028802545940794975
12389.796,0.004943777905697905
12389.812,0.00898419347059615
12389.812,0.015802047041827933
12389.828,0.02046302245169865
12389.843,0.022160645163975284
12389.843,0.020418751508239408
