t,msg_type,payload
1773704318.2058783,ReferenceFreqMsg,"{'t': 1773704318.2058783, 'f_ref': 7.5}"
1773704318.2079306,ReferenceFreqMsg,"{'t': 1773704318.2079306, 'f_ref': 7.5}"
1773704318.2093847,ReferenceFreqMsg,"{'t': 1773704318.2093847, 'f_ref': 7.5}"
1773704318.2107708,ReferenceFreqMsg,"{'t': 1773704318.2107708, 'f_ref': 7.5}"
20561.828,AccelMsg,"{'t': 20561.828, 'ax': -0.0106, 'ay': -0.2556, 'az': -0.3221}"
1773704318.2122383,ReferenceFreqMsg,"{'t': 1773704318.2122383, 'f_ref': 7.5}"
1773704318.2166843,ReferenceFreqMsg,"{'t': 1773704318.2166843, 'f_ref': 7.5}"
1773704318.2183378,ReferenceFreqMsg,"{'t': 1773704318.2183378, 'f_ref': 7.5}"
20561.843,AccelMsg,"{'t': 20561.843, 'ax': -0.273, 'ay': -0.0801, 'az': 0.3138}"
1773704318.2197928,ReferenceFreqMsg,"{'t': 1773704318.2197928, 'f_ref': 7.5}"
1773704318.2258787,ReferenceFreqMsg,"{'t': 1773704318.2258787, 'f_ref': 7.5}"
1773704318.2274048,ReferenceFreqMsg,"{'t': 1773704318.2274048, 'f_ref': 7.5}"
1773704318.2290223,ReferenceFreqMsg,"{'t': 1773704318.2290223, 'f_ref': 7.5}"
1773704318.230376,ReferenceFreqMsg,"{'t': 1773704318.230376, 'f_ref': 7.5}"
20561.843,AccelMsg,"{'t': 20561.843, 'ax': -0.0657, 'ay': 0.2357, 'az': 0.2719}"
1773704318.2318857,ReferenceFreqMsg,"{'t': 1773704318.2318857, 'f_ref': 7.5}"
1773704318.233822,ReferenceFreqMsg,"{'t': 1773704318.233822, 'f_ref': 7.5}"
1773704318.2358022,ReferenceFreqMsg,"{'t': 1773704318.2358022, 'f_ref': 7.5}"
1773704318.2383657,ReferenceFreqMsg,"{'t': 1773704318.2383657, 'f_ref': 7.5}"
20561.859,AccelMsg,"{'t': 20561.859, 'ax': 0.1146, 'ay': -0.1109, 'az': 0.2215}"
1773704318.23976,ReferenceFreqMsg,"{'t': 1773704318.23976, 'f_ref': 7.5}"
1773704318.2458317,ReferenceFreqMsg,"{'t': 1773704318.2458317, 'f_ref': 7.5}"
1773704318.247376,ReferenceFreqMsg,"{'t': 1773704318.247376, 'f_ref': 7.5}"
1773704318.2488,ReferenceFreqMsg,"{'t': 1773704318.2488, 'f_ref': 7.5}"
1773704318.2501535,ReferenceFreqMsg,"{'t': 1773704318.2501535, 'f_ref': 7.5}"
1773704318.2516134,ReferenceFreqMsg,"{'t': 1773704318.2516134, 'f_ref': 7.5}"
20561.859,AccelMsg,"{'t': 20561.859, 'ax': 0.006, 'ay': 0.0145, 'az': 0.4543}"
1773704318.2531307,ReferenceFreqMsg,"{'t': 1773704318.2531307, 'f_ref': 7.5}"
1773704318.2551157,ReferenceFreqMsg,"{'t': 1773704318.2551157, 'f_ref': 7.5}"
1773704318.2564805,ReferenceFreqMsg,"{'t': 1773704318.2564805, 'f_ref': 7.5}"
1773704318.2580724,ReferenceFreqMsg,"{'t': 1773704318.2580724, 'f_ref': 7.5}"
1773704318.2594995,ReferenceFreqMsg,"{'t': 1773704318.2594995, 'f_ref': 7.5}"
20561.875,AccelMsg,"{'t': 20561.875, 'ax': 0.1534, 'ay': 0.3352, 'az': 0.4484}"
1773704318.26091,ReferenceFreqMsg,"{'t': 1773704318.26091, 'f_ref': 7.5}"
1773704318.267081,ReferenceFreqMsg,"{'t': 1773704318.267081, 'f_ref': 7.5}"
1773704318.268696,ReferenceFreqMsg,"{'t': 1773704318.268696, 'f_ref': 7.5}"
1773704318.2701662,ReferenceFreqMsg,"{'t': 1773704318.2701662, 'f_ref': 7.5}"
1773704318.271672,ReferenceFreqMsg,"{'t': 1773704318.271672, 'f_ref': 7.5}"
20561.89,AccelMsg,"{'t': 20561.89, 'ax': -0.2743, 'ay': 0.0303, 'az': 0.2338}"
1773704318.2732928,ReferenceFreqMsg,"{'t': 1773704318.2732928, 'f_ref': 7.5}"
1773704318.2752326,ReferenceFreqMsg,"{'t': 1773704318.2752326, 'f_ref': 7.5}"
1773704318.2771983,ReferenceFreqMsg,"{'t': 1773704318.2771983, 'f_ref': 7.5}"
1773704318.2786422,ReferenceFreqMsg,"{'t': 1773704318.2786422, 'f_ref': 7.5}"
1773704318.2799742,ReferenceFreqMsg,"{'t': 1773704318.2799742, 'f_ref': 7.5}"
20561.906,FrequencyErrorMsg,"{'t': 20561.906, 'error_hz': 0.3125}"
20561.906,FrequencyMsg,"{'t': 20561.906, 'f_hz': 7.8125}"
20561.906,SNRMsg,"{'t': 20561.906, 'snr_db': 13.097377672567623}"
20561.906,FilteredAccelMsg,"{'t': 20561.906, 'value': '<array len=200>'}"
20561.906,AccelMsg,"{'t': 20561.906, 'ax': 0.327, 'ay': -0.4164, 'az': -0.629}"
1773704318.2813106,ReferenceFreqMsg,"{'t': 1773704318.2813106, 'f_ref': 7.5}"
1773704318.2909555,ReferenceFreqMsg,"{'t': 1773704318.2909555, 'f_ref': 7.5}"
1773704318.2924373,ReferenceFreqMsg,"{'t': 1773704318.2924373, 'f_ref': 7.5}"
20561.906,AccelMsg,"{'t': 20561.906, 'ax': 0.4996, 'ay': 0.2346, 'az': -0.813}"
1773704318.2938619,ReferenceFreqMsg,"{'t': 1773704318.2938619, 'f_ref': 7.5}"
1773704318.2958326,ReferenceFreqMsg,"{'t': 1773704318.2958326, 'f_ref': 7.5}"
1773704318.2977087,ReferenceFreqMsg,"{'t': 1773704318.2977087, 'f_ref': 7.5}"
1773704318.2994368,ReferenceFreqMsg,"{'t': 1773704318.2994368, 'f_ref': 7.5}"
1773704318.3007445,ReferenceFreqMsg,"{'t': 1773704318.3007445, 'f_ref': 7.5}"
20561.921,AccelMsg,"{'t': 20561.921, 'ax': 0.0061, 'ay': -0.0107, 'az': -0.2831}"
1773704318.3020685,ReferenceFreqMsg,"{'t': 1773704318.3020685, 'f_ref': 7.5}"
1773704318.3071747,ReferenceFreqMsg,"{'t': 1773704318.3071747, 'f_ref': 7.5}"
1773704318.308524,ReferenceFreqMsg,"{'t': 1773704318.308524, 'f_ref': 7.5}"
20561.921,AccelMsg,"{'t': 20561.921, 'ax': -0.371, 'ay': -0.6429, 'az': 0.6633}"
1773704318.310002,ReferenceFreqMsg,"{'t': 1773704318.310002, 'f_ref': 7.5}"
1773704318.3160439,ReferenceFreqMsg,"{'t': 1773704318.3160439, 'f_ref': 7.5}"
1773704318.317535,ReferenceFreqMsg,"{'t': 1773704318.317535, 'f_ref': 7.5}"
1773704318.3192263,ReferenceFreqMsg,"{'t': 1773704318.3192263, 'f_ref': 7.5}"
1773704318.3205485,ReferenceFreqMsg,"{'t': 1773704318.3205485, 'f_ref': 7.5}"
20561.937,AccelMsg,"{'t': 20561.937, 'ax': 0.1249, 'ay': -0.1392, 'az': -0.0774}"
1773704318.3221543,ReferenceFreqMsg,"{'t': 1773704318.3221543, 'f_ref': 7.5}"
1773704318.3247561,ReferenceFreqMsg,"{'t': 1773704318.3247561, 'f_ref': 7.5}"
1773704318.326236,ReferenceFreqMsg,"{'t': 1773704318.326236, 'f_ref': 7.5}"
1773704318.3275995,ReferenceFreqMsg,"{'t': 1773704318.3275995, 'f_ref': 7.5}"
20561.953,AccelMsg,"{'t': 20561.953, 'ax': 0.2701, 'ay': 0.0486, 'az': -0.0032}"
1773704318.3291147,ReferenceFreqMsg,"{'t': 1773704318.3291147, 'f_ref': 7.5}"
1773704318.3362167,ReferenceFreqMsg,"{'t': 1773704318.3362167, 'f_ref': 7.5}"
1773704318.3377151,ReferenceFreqMsg,"{'t': 1773704318.3377151, 'f_ref': 7.5}"
1773704318.3395443,ReferenceFreqMsg,"{'t': 1773704318.3395443, 'f_ref': 7.5}"
1773704318.3414662,ReferenceFreqMsg,"{'t': 1773704318.3414662, 'f_ref': 7.5}"
20561.953,AccelMsg,"{'t': 20561.953, 'ax': -0.1059, 'ay': -0.0414, 'az': 0.7086}"
1773704318.342966,ReferenceFreqMsg,"{'t': 1773704318.342966, 'f_ref': 7.5}"
1773704318.3455498,ReferenceFreqMsg,"{'t': 1773704318.3455498, 'f_ref': 7.5}"
1773704318.3470197,ReferenceFreqMsg,"{'t': 1773704318.3470197, 'f_ref': 7.5}"
1773704318.3483744,ReferenceFreqMsg,"{'t': 1773704318.3483744, 'f_ref': 7.5}"
1773704318.3498445,ReferenceFreqMsg,"{'t': 1773704318.3498445, 'f_ref': 7.5}"
20561.968,AccelMsg,"{'t': 20561.968, 'ax': 0.0494, 'ay': 0.0595, 'az': 0.1819}"
1773704318.3517807,ReferenceFreqMsg,"{'t': 1773704318.3517807, 'f_ref': 7.5}"
1773704318.3566735,ReferenceFreqMsg,"{'t': 1773704318.3566735, 'f_ref': 7.5}"
1773704318.3581061,ReferenceFreqMsg,"{'t': 1773704318.3581061, 'f_ref': 7.5}"
1773704318.3595653,ReferenceFreqMsg,"{'t': 1773704318.3595653, 'f_ref': 7.5}"
1773704318.3611627,ReferenceFreqMsg,"{'t': 1773704318.3611627, 'f_ref': 7.5}"
20561.984,AccelMsg,"{'t': 20561.984, 'ax': 0.0149, 'ay': -0.0209, 'az': 0.6666}"
1773704318.3628619,ReferenceFreqMsg,"{'t': 1773704318.3628619, 'f_ref': 7.5}"
1773704318.3648689,ReferenceFreqMsg,"{'t': 1773704318.3648689, 'f_ref': 7.5}"
1773704318.3667057,ReferenceFreqMsg,"{'t': 1773704318.3667057, 'f_ref': 7.5}"
1773704318.3680286,ReferenceFreqMsg,"{'t': 1773704318.3680286, 'f_ref': 7.5}"
1773704318.369567,ReferenceFreqMsg,"{'t': 1773704318.369567, 'f_ref': 7.5}"
20561.984,AccelMsg,"{'t': 20561.984, 'ax': -0.0769, 'ay': -0.0963, 'az': 0.3939}"
1773704318.3710504,ReferenceFreqMsg,"{'t': 1773704318.3710504, 'f_ref': 7.5}"
1773704318.3771632,ReferenceFreqMsg,"{'t': 1773704318.3771632, 'f_ref': 7.5}"
1773704318.3788261,ReferenceFreqMsg,"{'t': 1773704318.3788261, 'f_ref': 7.5}"
1773704318.3801885,ReferenceFreqMsg,"{'t': 1773704318.3801885, 'f_ref': 7.5}"
1773704318.3818526,ReferenceFreqMsg,"{'t': 1773704318.3818526, 'f_ref': 7.5}"
20562.0,AccelMsg,"{'t': 20562.0, 'ax': -0.0264, 'ay': -0.0507, 'az': 0.1848}"
1773704318.38339,ReferenceFreqMsg,"{'t': 1773704318.38339, 'f_ref': 7.5}"
1773704318.386046,ReferenceFreqMsg,"{'t': 1773704318.386046, 'f_ref': 7.5}"
1773704318.3875043,ReferenceFreqMsg,"{'t': 1773704318.3875043, 'f_ref': 7.5}"
1773704318.3890853,ReferenceFreqMsg,"{'t': 1773704318.3890853, 'f_ref': 7.5}"
1773704318.3906524,ReferenceFreqMsg,"{'t': 1773704318.3906524, 'f_ref': 7.5}"
20562.0,AccelMsg,"{'t': 20562.0, 'ax': -0.0204, 'ay': -0.001, 'az': 0.4366}"
1773704318.3925278,ReferenceFreqMsg,"{'t': 1773704318.3925278, 'f_ref': 7.5}"
1773704318.3947365,ReferenceFreqMsg,"{'t': 1773704318.3947365, 'f_ref': 7.5}"
1773704318.396131,ReferenceFreqMsg,"{'t': 1773704318.396131, 'f_ref': 7.5}"
1773704318.3975616,ReferenceFreqMsg,"{'t': 1773704318.3975616, 'f_ref': 7.5}"
1773704318.399037,ReferenceFreqMsg,"{'t': 1773704318.399037, 'f_ref': 7.5}"
20562.015,AccelMsg,"{'t': 20562.015, 'ax': 1.1035, 'ay': 0.6785, 'az': -0.6967}"
1773704318.4005775,ReferenceFreqMsg,"{'t': 1773704318.4005775, 'f_ref': 7.5}"
1773704318.4061363,ReferenceFreqMsg,"{'t': 1773704318.4061363, 'f_ref': 7.5}"
1773704318.4077363,ReferenceFreqMsg,"{'t': 1773704318.4077363, 'f_ref': 7.5}"
1773704318.4091516,ReferenceFreqMsg,"{'t': 1773704318.4091516, 'f_ref': 7.5}"
1773704318.4105191,ReferenceFreqMsg,"{'t': 1773704318.4105191, 'f_ref': 7.5}"
20562.031,AccelMsg,"{'t': 20562.031, 'ax': 1.3468, 'ay': 0.6125, 'az': -1.53}"
1773704318.4119062,ReferenceFreqMsg,"{'t': 1773704318.4119062, 'f_ref': 7.5}"
1773704318.4147172,ReferenceFreqMsg,"{'t': 1773704318.4147172, 'f_ref': 7.5}"
1773704318.4161193,ReferenceFreqMsg,"{'t': 1773704318.4161193, 'f_ref': 7.5}"
1773704318.4179811,ReferenceFreqMsg,"{'t': 1773704318.4179811, 'f_ref': 7.5}"
1773704318.4193614,ReferenceFreqMsg,"{'t': 1773704318.4193614, 'f_ref': 7.5}"
20562.031,AccelMsg,"{'t': 20562.031, 'ax': 0.0505, 'ay': 0.035, 'az': -1.6793}"
1773704318.4208236,ReferenceFreqMsg,"{'t': 1773704318.4208236, 'f_ref': 7.5}"
1773704318.4259799,ReferenceFreqMsg,"{'t': 1773704318.4259799, 'f_ref': 7.5}"
1773704318.4275615,ReferenceFreqMsg,"{'t': 1773704318.4275615, 'f_ref': 7.5}"
1773704318.4292862,ReferenceFreqMsg,"{'t': 1773704318.4292862, 'f_ref': 7.5}"
1773704318.4306145,ReferenceFreqMsg,"{'t': 1773704318.4306145, 'f_ref': 7.5}"
20562.046,AccelMsg,"{'t': 20562.046, 'ax': -0.5667, 'ay': -0.1701, 'az': -1.3259}"
1773704318.432189,ReferenceFreqMsg,"{'t': 1773704318.432189, 'f_ref': 7.5}"
1773704318.434338,ReferenceFreqMsg,"{'t': 1773704318.434338, 'f_ref': 7.5}"
1773704318.4359941,ReferenceFreqMsg,"{'t': 1773704318.4359941, 'f_ref': 7.5}"
1773704318.4375424,ReferenceFreqMsg,"{'t': 1773704318.4375424, 'f_ref': 7.5}"
1773704318.4396374,ReferenceFreqMsg,"{'t': 1773704318.4396374, 'f_ref': 7.5}"
20562.062,AccelMsg,"{'t': 20562.062, 'ax': -0.1049, 'ay': 0.3838, 'az': -0.7003}"
1773704318.440955,ReferenceFreqMsg,"{'t': 1773704318.440955, 'f_ref': 7.5}"
1773704318.4466665,ReferenceFreqMsg,"{'t': 1773704318.4466665, 'f_ref': 7.5}"
1773704318.447981,ReferenceFreqMsg,"{'t': 1773704318.447981, 'f_ref': 7.5}"
1773704318.4497821,ReferenceFreqMsg,"{'t': 1773704318.4497821, 'f_ref': 7.5}"
1773704318.4512453,ReferenceFreqMsg,"{'t': 1773704318.4512453, 'f_ref': 7.5}"
20562.062,AccelMsg,"{'t': 20562.062, 'ax': 0.3722, 'ay': -0.8307, 'az': 0.5096}"
1773704318.4526377,ReferenceFreqMsg,"{'t': 1773704318.4526377, 'f_ref': 7.5}"
1773704318.455194,ReferenceFreqMsg,"{'t': 1773704318.455194, 'f_ref': 7.5}"
1773704318.456643,ReferenceFreqMsg,"{'t': 1773704318.456643, 'f_ref': 7.5}"
1773704318.4579654,ReferenceFreqMsg,"{'t': 1773704318.4579654, 'f_ref': 7.5}"
1773704318.459279,ReferenceFreqMsg,"{'t': 1773704318.459279, 'f_ref': 7.5}"
1773704318.4605951,ReferenceFreqMsg,"{'t': 1773704318.4605951, 'f_ref': 7.5}"
20562.078,AccelMsg,"{'t': 20562.078, 'ax': 0.426, 'ay': -0.1345, 'az': 0.0099}"
1773704318.4619212,ReferenceFreqMsg,"{'t': 1773704318.4619212, 'f_ref': 7.5}"
1773704318.4672666,ReferenceFreqMsg,"{'t': 1773704318.4672666, 'f_ref': 7.5}"
1773704318.468658,ReferenceFreqMsg,"{'t': 1773704318.468658, 'f_ref': 7.5}"
1773704318.4703925,ReferenceFreqMsg,"{'t': 1773704318.4703925, 'f_ref': 7.5}"
1773704318.4723725,ReferenceFreqMsg,"{'t': 1773704318.4723725, 'f_ref': 7.5}"
20562.093,AccelMsg,"{'t': 20562.093, 'ax': -0.0659, 'ay': -0.0208, 'az': -0.3178}"
1773704318.473687,ReferenceFreqMsg,"{'t': 1773704318.473687, 'f_ref': 7.5}"
1773704318.475677,ReferenceFreqMsg,"{'t': 1773704318.475677, 'f_ref': 7.5}"
1773704318.4770432,ReferenceFreqMsg,"{'t': 1773704318.4770432, 'f_ref': 7.5}"
1773704318.4784455,ReferenceFreqMsg,"{'t': 1773704318.4784455, 'f_ref': 7.5}"
1773704318.4798744,ReferenceFreqMsg,"{'t': 1773704318.4798744, 'f_ref': 7.5}"
20562.093,FrequencyErrorMsg,"{'t': 20562.093, 'error_hz': 0.3125}"
20562.093,FrequencyMsg,"{'t': 20562.093, 'f_hz': 7.8125}"
20562.093,SNRMsg,"{'t': 20562.093, 'snr_db': 14.316477084868257}"
20562.093,FilteredAccelMsg,"{'t': 20562.093, 'value': '<array len=200>'}"
20562.093,AccelMsg,"{'t': 20562.093, 'ax': -0.5783, 'ay': -0.306, 'az': -0.3895}"
20562.109,AccelMsg,"{'t': 20562.109, 'ax': -0.0186, 'ay': -0.1301, 'az': 0.0798}"
20562.125,AccelMsg,"{'t': 20562.125, 'ax': -0.1071, 'ay': 0.288, 'az': 0.4067}"
1773704318.4813237,ReferenceFreqMsg,"{'t': 1773704318.4813237, 'f_ref': 7.5}"
1773704318.5066886,ReferenceFreqMsg,"{'t': 1773704318.5066886, 'f_ref': 7.5}"
1773704318.508327,ReferenceFreqMsg,"{'t': 1773704318.508327, 'f_ref': 7.5}"
20562.125,AccelMsg,"{'t': 20562.125, 'ax': 0.1345, 'ay': -0.0231, 'az': 0.1669}"
1773704318.5104122,ReferenceFreqMsg,"{'t': 1773704318.5104122, 'f_ref': 7.5}"
1773704318.516331,ReferenceFreqMsg,"{'t': 1773704318.516331, 'f_ref': 7.5}"
1773704318.5188146,ReferenceFreqMsg,"{'t': 1773704318.5188146, 'f_ref': 7.5}"
1773704318.5206192,ReferenceFreqMsg,"{'t': 1773704318.5206192, 'f_ref': 7.5}"
20562.14,AccelMsg,"{'t': 20562.14, 'ax': -0.1465, 'ay': 0.0389, 'az': 0.5963}"
1773704318.522259,ReferenceFreqMsg,"{'t': 1773704318.522259, 'f_ref': 7.5}"
1773704318.5250556,ReferenceFreqMsg,"{'t': 1773704318.5250556, 'f_ref': 7.5}"
1773704318.5272202,ReferenceFreqMsg,"{'t': 1773704318.5272202, 'f_ref': 7.5}"
1773704318.529439,ReferenceFreqMsg,"{'t': 1773704318.529439, 'f_ref': 7.5}"
20562.14,AccelMsg,"{'t': 20562.14, 'ax': -0.5233, 'ay': 0.5739, 'az': 1.0695}"
1773704318.5310402,ReferenceFreqMsg,"{'t': 1773704318.5310402, 'f_ref': 7.5}"
1773704318.5364769,ReferenceFreqMsg,"{'t': 1773704318.5364769, 'f_ref': 7.5}"
1773704318.5380244,ReferenceFreqMsg,"{'t': 1773704318.5380244, 'f_ref': 7.5}"
1773704318.5395467,ReferenceFreqMsg,"{'t': 1773704318.5395467, 'f_ref': 7.5}"
1773704318.5409937,ReferenceFreqMsg,"{'t': 1773704318.5409937, 'f_ref': 7.5}"
1773704318.5424206,ReferenceFreqMsg,"{'t': 1773704318.5424206, 'f_ref': 7.5}"
20562.156,AccelMsg,"{'t': 20562.156, 'ax': 0.8669, 'ay': 0.1791, 'az': 0.5071}"
1773704318.543963,ReferenceFreqMsg,"{'t': 1773704318.543963, 'f_ref': 7.5}"
1773704318.54587,ReferenceFreqMsg,"{'t': 1773704318.54587, 'f_ref': 7.5}"
1773704318.5477486,ReferenceFreqMsg,"{'t': 1773704318.5477486, 'f_ref': 7.5}"
1773704318.5495553,ReferenceFreqMsg,"{'t': 1773704318.5495553, 'f_ref': 7.5}"
20562.171,AccelMsg,"{'t': 20562.171, 'ax': 0.7075, 'ay': -0.1483, 'az': -0.5204}"
1773704318.5510316,ReferenceFreqMsg,"{'t': 1773704318.5510316, 'f_ref': 7.5}"
1773704318.5567389,ReferenceFreqMsg,"{'t': 1773704318.5567389, 'f_ref': 7.5}"
1773704318.5583663,ReferenceFreqMsg,"{'t': 1773704318.5583663, 'f_ref': 7.5}"
1773704318.559907,ReferenceFreqMsg,"{'t': 1773704318.559907, 'f_ref': 7.5}"
1773704318.5612864,ReferenceFreqMsg,"{'t': 1773704318.5612864, 'f_ref': 7.5}"
1773704318.5627499,ReferenceFreqMsg,"{'t': 1773704318.5627499, 'f_ref': 7.5}"
20562.171,AccelMsg,"{'t': 20562.171, 'ax': -0.3778, 'ay': 0.3265, 'az': -0.5418}"
1773704318.5643446,ReferenceFreqMsg,"{'t': 1773704318.5643446, 'f_ref': 7.5}"
1773704318.5664077,ReferenceFreqMsg,"{'t': 1773704318.5664077, 'f_ref': 7.5}"
1773704318.568015,ReferenceFreqMsg,"{'t': 1773704318.568015, 'f_ref': 7.5}"
1773704318.570101,ReferenceFreqMsg,"{'t': 1773704318.570101, 'f_ref': 7.5}"
20562.187,AccelMsg,"{'t': 20562.187, 'ax': -0.5344, 'ay': -0.4502, 'az': 0.0449}"
1773704318.5714195,ReferenceFreqMsg,"{'t': 1773704318.5714195, 'f_ref': 7.5}"
1773704318.5741088,ReferenceFreqMsg,"{'t': 1773704318.5741088, 'f_ref': 7.5}"
1773704318.576031,ReferenceFreqMsg,"{'t': 1773704318.576031, 'f_ref': 7.5}"
1773704318.5779095,ReferenceFreqMsg,"{'t': 1773704318.5779095, 'f_ref': 7.5}"
20562.203,AccelMsg,"{'t': 20562.203, 'ax': -0.2866, 'ay': 0.2641, 'az': 0.5181}"
1773704318.579633,ReferenceFreqMsg,"{'t': 1773704318.579633, 'f_ref': 7.5}"
1773704318.5857475,ReferenceFreqMsg,"{'t': 1773704318.5857475, 'f_ref': 7.5}"
1773704318.5872366,ReferenceFreqMsg,"{'t': 1773704318.5872366, 'f_ref': 7.5}"
1773704318.5886052,ReferenceFreqMsg,"{'t': 1773704318.5886052, 'f_ref': 7.5}"
1773704318.5899932,ReferenceFreqMsg,"{'t': 1773704318.5899932, 'f_ref': 7.5}"
1773704318.591414,ReferenceFreqMsg,"{'t': 1773704318.591414, 'f_ref': 7.5}"
20562.203,AccelMsg,"{'t': 20562.203, 'ax': 0.3203, 'ay': -0.0997, 'az': 0.0181}"
1773704318.5933328,ReferenceFreqMsg,"{'t': 1773704318.5933328, 'f_ref': 7.5}"
1773704318.595822,ReferenceFreqMsg,"{'t': 1773704318.595822, 'f_ref': 7.5}"
1773704318.5978985,ReferenceFreqMsg,"{'t': 1773704318.5978985, 'f_ref': 7.5}"
1773704318.5992174,ReferenceFreqMsg,"{'t': 1773704318.5992174, 'f_ref': 7.5}"
20562.218,AccelMsg,"{'t': 20562.218, 'ax': 0.2777, 'ay': -0.0488, 'az': 0.1813}"
1773704318.6006157,ReferenceFreqMsg,"{'t': 1773704318.6006157, 'f_ref': 7.5}"
1773704318.6061745,ReferenceFreqMsg,"{'t': 1773704318.6061745, 'f_ref': 7.5}"
1773704318.6076772,ReferenceFreqMsg,"{'t': 1773704318.6076772, 'f_ref': 7.5}"
1773704318.609654,ReferenceFreqMsg,"{'t': 1773704318.609654, 'f_ref': 7.5}"
1773704318.6120136,ReferenceFreqMsg,"{'t': 1773704318.6120136, 'f_ref': 7.5}"
20562.234,AccelMsg,"{'t': 20562.234, 'ax': -0.2184, 'ay': 0.0728, 'az': 0.4233}"
1773704318.6133342,ReferenceFreqMsg,"{'t': 1773704318.6133342, 'f_ref': 7.5}"
1773704318.6159735,ReferenceFreqMsg,"{'t': 1773704318.6159735, 'f_ref': 7.5}"
1773704318.618038,ReferenceFreqMsg,"{'t': 1773704318.618038, 'f_ref': 7.5}"
20562.234,AccelMsg,"{'t': 20562.234, 'ax': -0.0762, 'ay': 0.0499, 'az': 0.1349}"
1773704318.6213276,ReferenceFreqMsg,"{'t': 1773704318.6213276, 'f_ref': 7.5}"
1773704318.6271365,ReferenceFreqMsg,"{'t': 1773704318.6271365, 'f_ref': 7.5}"
1773704318.6289337,ReferenceFreqMsg,"{'t': 1773704318.6289337, 'f_ref': 7.5}"
1773704318.6304245,ReferenceFreqMsg,"{'t': 1773704318.6304245, 'f_ref': 7.5}"
1773704318.6322994,ReferenceFreqMsg,"{'t': 1773704318.6322994, 'f_ref': 7.5}"
20562.25,AccelMsg,"{'t': 20562.25, 'ax': -0.0018, 'ay': -0.0323, 'az': 0.5677}"
1773704318.633771,ReferenceFreqMsg,"{'t': 1773704318.633771, 'f_ref': 7.5}"
1773704318.6358464,ReferenceFreqMsg,"{'t': 1773704318.6358464, 'f_ref': 7.5}"
1773704318.6373768,ReferenceFreqMsg,"{'t': 1773704318.6373768, 'f_ref': 7.5}"
1773704318.6387086,ReferenceFreqMsg,"{'t': 1773704318.6387086, 'f_ref': 7.5}"
20562.265,AccelMsg,"{'t': 20562.265, 'ax': -0.1387, 'ay': -0.0569, 'az': 0.2955}"
1773704318.6406286,ReferenceFreqMsg,"{'t': 1773704318.6406286, 'f_ref': 7.5}"
1773704318.6469264,ReferenceFreqMsg,"{'t': 1773704318.6469264, 'f_ref': 7.5}"
1773704318.6483753,ReferenceFreqMsg,"{'t': 1773704318.6483753, 'f_ref': 7.5}"
20562.265,AccelMsg,"{'t': 20562.265, 'ax': -0.061, 'ay': -0.1001, 'az': 0.3085}"
1773704318.6497695,ReferenceFreqMsg,"{'t': 1773704318.6497695, 'f_ref': 7.5}"
1773704318.655568,ReferenceFreqMsg,"{'t': 1773704318.655568, 'f_ref': 7.5}"
1773704318.6579306,ReferenceFreqMsg,"{'t': 1773704318.6579306, 'f_ref': 7.5}"
1773704318.6596317,ReferenceFreqMsg,"{'t': 1773704318.6596317, 'f_ref': 7.5}"
1773704318.661167,ReferenceFreqMsg,"{'t': 1773704318.661167, 'f_ref': 7.5}"
20562.281,AccelMsg,"{'t': 20562.281, 'ax': 0.6544, 'ay': -0.1956, 'az': 0.9093}"
1773704318.662632,ReferenceFreqMsg,"{'t': 1773704318.662632, 'f_ref': 7.5}"
1773704318.665251,ReferenceFreqMsg,"{'t': 1773704318.665251, 'f_ref': 7.5}"
1773704318.6675277,ReferenceFreqMsg,"{'t': 1773704318.6675277, 'f_ref': 7.5}"
1773704318.668998,ReferenceFreqMsg,"{'t': 1773704318.668998, 'f_ref': 7.5}"
20562.281,AccelMsg,"{'t': 20562.281, 'ax': -0.7642, 'ay': 0.2671, 'az': -0.06}"
1773704318.6704557,ReferenceFreqMsg,"{'t': 1773704318.6704557, 'f_ref': 7.5}"
1773704318.6762388,ReferenceFreqMsg,"{'t': 1773704318.6762388, 'f_ref': 7.5}"
1773704318.6778874,ReferenceFreqMsg,"{'t': 1773704318.6778874, 'f_ref': 7.5}"
1773704318.6796167,ReferenceFreqMsg,"{'t': 1773704318.6796167, 'f_ref': 7.5}"
1773704318.6816916,ReferenceFreqMsg,"{'t': 1773704318.6816916, 'f_ref': 7.5}"
20562.296,FrequencyErrorMsg,"{'t': 20562.296, 'error_hz': 0.3125}"
20562.296,FrequencyMsg,"{'t': 20562.296, 'f_hz': 7.8125}"
20562.296,SNRMsg,"{'t': 20562.296, 'snr_db': 16.00261781923735}"
20562.296,FilteredAccelMsg,"{'t': 20562.296, 'value': '<array len=200>'}"
20562.296,AccelMsg,"{'t': 20562.296, 'ax': -0.4079, 'ay': 0.0157, 'az': -1.0302}"
1773704318.6830833,ReferenceFreqMsg,"{'t': 1773704318.6830833, 'f_ref': 7.5}"
20562.312,AccelMsg,"{'t': 20562.312, 'ax': -0.0022, 'ay': 0.5817, 'az': -1.2501}"
1773704318.6916246,ReferenceFreqMsg,"{'t': 1773704318.6916246, 'f_ref': 7.5}"
1773704318.6967514,ReferenceFreqMsg,"{'t': 1773704318.6967514, 'f_ref': 7.5}"
1773704318.6980913,ReferenceFreqMsg,"{'t': 1773704318.6980913, 'f_ref': 7.5}"
