t,msg_type,payload
1773704391.8423424,ReferenceFreqMsg,"{'t': 1773704391.8423424, 'f_ref': 7.5}"
1773704391.8441732,ReferenceFreqMsg,"{'t': 1773704391.8441732, 'f_ref': 7.5}"
1773704391.8456855,ReferenceFreqMsg,"{'t': 1773704391.8456855, 'f_ref': 7.5}"
1773704391.847458,ReferenceFreqMsg,"{'t': 1773704391.847458, 'f_ref': 7.5}"
20635.468,AccelMsg,"{'t': 20635.468, 'ax': 0.0024, 'ay': -0.0259, 'az': 0.2946}"
1773704391.849293,ReferenceFreqMsg,"{'t': 1773704391.849293, 'f_ref': 7.5}"
1773704391.8513792,ReferenceFreqMsg,"{'t': 1773704391.8513792, 'f_ref': 7.5}"
1773704391.8537095,ReferenceFreqMsg,"{'t': 1773704391.8537095, 'f_ref': 7.5}"
1773704391.8551517,ReferenceFreqMsg,"{'t': 1773704391.8551517, 'f_ref': 7.5}"
20635.468,AccelMsg,"{'t': 20635.468, 'ax': -0.0187, 'ay': -0.181, 'az': 0.7819}"
1773704391.8570247,ReferenceFreqMsg,"{'t': 1773704391.8570247, 'f_ref': 7.5}"
1773704391.8591611,ReferenceFreqMsg,"{'t': 1773704391.8591611, 'f_ref': 7.5}"
1773704391.860863,ReferenceFreqMsg,"{'t': 1773704391.860863, 'f_ref': 7.5}"
1773704391.862322,ReferenceFreqMsg,"{'t': 1773704391.862322, 'f_ref': 7.5}"
1773704391.8641524,ReferenceFreqMsg,"{'t': 1773704391.8641524, 'f_ref': 7.5}"
20635.484,AccelMsg,"{'t': 20635.484, 'ax': -0.0726, 'ay': -0.1047, 'az': 0.3083}"
1773704391.865597,ReferenceFreqMsg,"{'t': 1773704391.865597, 'f_ref': 7.5}"
1773704391.8707817,ReferenceFreqMsg,"{'t': 1773704391.8707817, 'f_ref': 7.5}"
1773704391.8721297,ReferenceFreqMsg,"{'t': 1773704391.8721297, 'f_ref': 7.5}"
1773704391.8738005,ReferenceFreqMsg,"{'t': 1773704391.8738005, 'f_ref': 7.5}"
1773704391.8752286,ReferenceFreqMsg,"{'t': 1773704391.8752286, 'f_ref': 7.5}"
1773704391.876421,ReferenceFreqMsg,"{'t': 1773704391.876421, 'f_ref': 7.5}"
20635.5,AccelMsg,"{'t': 20635.5, 'ax': 0.0793, 'ay': -0.0739, 'az': 0.4064}"
1773704391.8780892,ReferenceFreqMsg,"{'t': 1773704391.8780892, 'f_ref': 7.5}"
1773704391.8804104,ReferenceFreqMsg,"{'t': 1773704391.8804104, 'f_ref': 7.5}"
1773704391.8820748,ReferenceFreqMsg,"{'t': 1773704391.8820748, 'f_ref': 7.5}"
1773704391.883865,ReferenceFreqMsg,"{'t': 1773704391.883865, 'f_ref': 7.5}"
20635.5,AccelMsg,"{'t': 20635.5, 'ax': -0.0298, 'ay': -0.0837, 'az': 0.4208}"
1773704391.8855722,ReferenceFreqMsg,"{'t': 1773704391.8855722, 'f_ref': 7.5}"
1773704391.8913233,ReferenceFreqMsg,"{'t': 1773704391.8913233, 'f_ref': 7.5}"
1773704391.8925953,ReferenceFreqMsg,"{'t': 1773704391.8925953, 'f_ref': 7.5}"
1773704391.8939722,ReferenceFreqMsg,"{'t': 1773704391.8939722, 'f_ref': 7.5}"
1773704391.8953884,ReferenceFreqMsg,"{'t': 1773704391.8953884, 'f_ref': 7.5}"
1773704391.8971295,ReferenceFreqMsg,"{'t': 1773704391.8971295, 'f_ref': 7.5}"
20635.515,AccelMsg,"{'t': 20635.515, 'ax': -1.0717, 'ay': 0.2297, 'az': 0.9504}"
1773704391.8988004,ReferenceFreqMsg,"{'t': 1773704391.8988004, 'f_ref': 7.5}"
1773704391.9011989,ReferenceFreqMsg,"{'t': 1773704391.9011989, 'f_ref': 7.5}"
1773704391.9029937,ReferenceFreqMsg,"{'t': 1773704391.9029937, 'f_ref': 7.5}"
1773704391.904715,ReferenceFreqMsg,"{'t': 1773704391.904715, 'f_ref': 7.5}"
20635.531,FrequencyErrorMsg,"{'t': 20635.531, 'error_hz': 0.3125}"
20635.531,FrequencyMsg,"{'t': 20635.531, 'f_hz': 7.8125}"
20635.531,SNRMsg,"{'t': 20635.531, 'snr_db': 11.197041097110056}"
20635.531,FilteredAccelMsg,"{'t': 20635.531, 'value': '<array len=200>'}"
20635.531,AccelMsg,"{'t': 20635.531, 'ax': 0.6365, 'ay': 0.601, 'az': -0.7042}"
1773704391.9061866,ReferenceFreqMsg,"{'t': 1773704391.9061866, 'f_ref': 7.5}"
1773704391.9147096,ReferenceFreqMsg,"{'t': 1773704391.9147096, 'f_ref': 7.5}"
1773704391.9163928,ReferenceFreqMsg,"{'t': 1773704391.9163928, 'f_ref': 7.5}"
1773704391.9181387,ReferenceFreqMsg,"{'t': 1773704391.9181387, 'f_ref': 7.5}"
20635.531,AccelMsg,"{'t': 20635.531, 'ax': -0.0121, 'ay': 0.1697, 'az': -1.1666}"
1773704391.9193153,ReferenceFreqMsg,"{'t': 1773704391.9193153, 'f_ref': 7.5}"
1773704391.921588,ReferenceFreqMsg,"{'t': 1773704391.921588, 'f_ref': 7.5}"
1773704391.923079,ReferenceFreqMsg,"{'t': 1773704391.923079, 'f_ref': 7.5}"
1773704391.9248028,ReferenceFreqMsg,"{'t': 1773704391.9248028, 'f_ref': 7.5}"
20635.546,AccelMsg,"{'t': 20635.546, 'ax': -0.6155, 'ay': -0.3544, 'az': -1.4081}"
1773704391.926562,ReferenceFreqMsg,"{'t': 1773704391.926562, 'f_ref': 7.5}"
1773704391.9319136,ReferenceFreqMsg,"{'t': 1773704391.9319136, 'f_ref': 7.5}"
1773704391.9336152,ReferenceFreqMsg,"{'t': 1773704391.9336152, 'f_ref': 7.5}"
20635.546,AccelMsg,"{'t': 20635.546, 'ax': -0.6329, 'ay': 0.2507, 'az': -0.8221}"
1773704391.9353523,ReferenceFreqMsg,"{'t': 1773704391.9353523, 'f_ref': 7.5}"
1773704391.9404347,ReferenceFreqMsg,"{'t': 1773704391.9404347, 'f_ref': 7.5}"
1773704391.941665,ReferenceFreqMsg,"{'t': 1773704391.941665, 'f_ref': 7.5}"
1773704391.9433036,ReferenceFreqMsg,"{'t': 1773704391.9433036, 'f_ref': 7.5}"
1773704391.9447832,ReferenceFreqMsg,"{'t': 1773704391.9447832, 'f_ref': 7.5}"
1773704391.9464512,ReferenceFreqMsg,"{'t': 1773704391.9464512, 'f_ref': 7.5}"
20635.562,AccelMsg,"{'t': 20635.562, 'ax': -0.2666, 'ay': -0.8986, 'az': 0.4369}"
1773704391.948138,ReferenceFreqMsg,"{'t': 1773704391.948138, 'f_ref': 7.5}"
1773704391.9499094,ReferenceFreqMsg,"{'t': 1773704391.9499094, 'f_ref': 7.5}"
1773704391.951655,ReferenceFreqMsg,"{'t': 1773704391.951655, 'f_ref': 7.5}"
1773704391.9529612,ReferenceFreqMsg,"{'t': 1773704391.9529612, 'f_ref': 7.5}"
1773704391.9545007,ReferenceFreqMsg,"{'t': 1773704391.9545007, 'f_ref': 7.5}"
20635.578,AccelMsg,"{'t': 20635.578, 'ax': 0.1989, 'ay': 0.1882, 'az': -0.265}"
1773704391.9557352,ReferenceFreqMsg,"{'t': 1773704391.9557352, 'f_ref': 7.5}"
1773704391.960982,ReferenceFreqMsg,"{'t': 1773704391.960982, 'f_ref': 7.5}"
1773704391.962671,ReferenceFreqMsg,"{'t': 1773704391.962671, 'f_ref': 7.5}"
1773704391.9643254,ReferenceFreqMsg,"{'t': 1773704391.9643254, 'f_ref': 7.5}"
1773704391.9659772,ReferenceFreqMsg,"{'t': 1773704391.9659772, 'f_ref': 7.5}"
20635.578,AccelMsg,"{'t': 20635.578, 'ax': 0.1099, 'ay': -0.0848, 'az': -0.4901}"
1773704391.9676557,ReferenceFreqMsg,"{'t': 1773704391.9676557, 'f_ref': 7.5}"
1773704391.9692454,ReferenceFreqMsg,"{'t': 1773704391.9692454, 'f_ref': 7.5}"
1773704391.9710166,ReferenceFreqMsg,"{'t': 1773704391.9710166, 'f_ref': 7.5}"
1773704391.972453,ReferenceFreqMsg,"{'t': 1773704391.972453, 'f_ref': 7.5}"
1773704391.9736555,ReferenceFreqMsg,"{'t': 1773704391.9736555, 'f_ref': 7.5}"
1773704391.9752414,ReferenceFreqMsg,"{'t': 1773704391.9752414, 'f_ref': 7.5}"
20635.593,AccelMsg,"{'t': 20635.593, 'ax': -0.2493, 'ay': -0.1541, 'az': -0.5157}"
1773704391.9770021,ReferenceFreqMsg,"{'t': 1773704391.9770021, 'f_ref': 7.5}"
1773704391.9813235,ReferenceFreqMsg,"{'t': 1773704391.9813235, 'f_ref': 7.5}"
1773704391.9828906,ReferenceFreqMsg,"{'t': 1773704391.9828906, 'f_ref': 7.5}"
1773704391.9846878,ReferenceFreqMsg,"{'t': 1773704391.9846878, 'f_ref': 7.5}"
1773704391.9863548,ReferenceFreqMsg,"{'t': 1773704391.9863548, 'f_ref': 7.5}"
1773704391.9877825,ReferenceFreqMsg,"{'t': 1773704391.9877825, 'f_ref': 7.5}"
20635.609,AccelMsg,"{'t': 20635.609, 'ax': -0.2933, 'ay': -0.082, 'az': 0.1655}"
1773704391.9894474,ReferenceFreqMsg,"{'t': 1773704391.9894474, 'f_ref': 7.5}"
1773704391.9910233,ReferenceFreqMsg,"{'t': 1773704391.9910233, 'f_ref': 7.5}"
1773704391.9925346,ReferenceFreqMsg,"{'t': 1773704391.9925346, 'f_ref': 7.5}"
1773704391.9942234,ReferenceFreqMsg,"{'t': 1773704391.9942234, 'f_ref': 7.5}"
1773704391.9958456,ReferenceFreqMsg,"{'t': 1773704391.9958456, 'f_ref': 7.5}"
20635.609,AccelMsg,"{'t': 20635.609, 'ax': -0.1373, 'ay': 0.2452, 'az': 0.1824}"
1773704391.9974778,ReferenceFreqMsg,"{'t': 1773704391.9974778, 'f_ref': 7.5}"
1773704392.0014143,ReferenceFreqMsg,"{'t': 1773704392.0014143, 'f_ref': 7.5}"
1773704392.0027263,ReferenceFreqMsg,"{'t': 1773704392.0027263, 'f_ref': 7.5}"
1773704392.0043974,ReferenceFreqMsg,"{'t': 1773704392.0043974, 'f_ref': 7.5}"
1773704392.006038,ReferenceFreqMsg,"{'t': 1773704392.006038, 'f_ref': 7.5}"
1773704392.0078204,ReferenceFreqMsg,"{'t': 1773704392.0078204, 'f_ref': 7.5}"
20635.625,AccelMsg,"{'t': 20635.625, 'ax': 0.284, 'ay': -0.0757, 'az': 0.0222}"
1773704392.0094614,ReferenceFreqMsg,"{'t': 1773704392.0094614, 'f_ref': 7.5}"
1773704392.0110075,ReferenceFreqMsg,"{'t': 1773704392.0110075, 'f_ref': 7.5}"
1773704392.0126445,ReferenceFreqMsg,"{'t': 1773704392.0126445, 'f_ref': 7.5}"
1773704392.0143006,ReferenceFreqMsg,"{'t': 1773704392.0143006, 'f_ref': 7.5}"
1773704392.0159383,ReferenceFreqMsg,"{'t': 1773704392.0159383, 'f_ref': 7.5}"
20635.625,AccelMsg,"{'t': 20635.625, 'ax': -0.0446, 'ay': 0.0394, 'az': 0.6021}"
1773704392.0176291,ReferenceFreqMsg,"{'t': 1773704392.0176291, 'f_ref': 7.5}"
1773704392.0192263,ReferenceFreqMsg,"{'t': 1773704392.0192263, 'f_ref': 7.5}"
1773704392.0208704,ReferenceFreqMsg,"{'t': 1773704392.0208704, 'f_ref': 7.5}"
1773704392.0225208,ReferenceFreqMsg,"{'t': 1773704392.0225208, 'f_ref': 7.5}"
1773704392.0241678,ReferenceFreqMsg,"{'t': 1773704392.0241678, 'f_ref': 7.5}"
20635.64,AccelMsg,"{'t': 20635.64, 'ax': -0.7698, 'ay': -0.3739, 'az': 1.0633}"
1773704392.0257995,ReferenceFreqMsg,"{'t': 1773704392.0257995, 'f_ref': 7.5}"
1773704392.0305638,ReferenceFreqMsg,"{'t': 1773704392.0305638, 'f_ref': 7.5}"
1773704392.0322008,ReferenceFreqMsg,"{'t': 1773704392.0322008, 'f_ref': 7.5}"
1773704392.0335596,ReferenceFreqMsg,"{'t': 1773704392.0335596, 'f_ref': 7.5}"
1773704392.0350373,ReferenceFreqMsg,"{'t': 1773704392.0350373, 'f_ref': 7.5}"
1773704392.03676,ReferenceFreqMsg,"{'t': 1773704392.03676, 'f_ref': 7.5}"
20635.656,AccelMsg,"{'t': 20635.656, 'ax': 0.0881, 'ay': -1.0638, 'az': 0.8969}"
1773704392.0385625,ReferenceFreqMsg,"{'t': 1773704392.0385625, 'f_ref': 7.5}"
1773704392.0413473,ReferenceFreqMsg,"{'t': 1773704392.0413473, 'f_ref': 7.5}"
1773704392.0427377,ReferenceFreqMsg,"{'t': 1773704392.0427377, 'f_ref': 7.5}"
1773704392.0440578,ReferenceFreqMsg,"{'t': 1773704392.0440578, 'f_ref': 7.5}"
20635.656,AccelMsg,"{'t': 20635.656, 'ax': 0.386, 'ay': -0.6452, 'az': -0.342}"
1773704392.045829,ReferenceFreqMsg,"{'t': 1773704392.045829, 'f_ref': 7.5}"
1773704392.0517197,ReferenceFreqMsg,"{'t': 1773704392.0517197, 'f_ref': 7.5}"
1773704392.0532193,ReferenceFreqMsg,"{'t': 1773704392.0532193, 'f_ref': 7.5}"
1773704392.0546424,ReferenceFreqMsg,"{'t': 1773704392.0546424, 'f_ref': 7.5}"
1773704392.0561893,ReferenceFreqMsg,"{'t': 1773704392.0561893, 'f_ref': 7.5}"
20635.671,AccelMsg,"{'t': 20635.671, 'ax': -0.0959, 'ay': -0.0203, 'az': -0.5668}"
1773704392.0576568,ReferenceFreqMsg,"{'t': 1773704392.0576568, 'f_ref': 7.5}"
1773704392.0604687,ReferenceFreqMsg,"{'t': 1773704392.0604687, 'f_ref': 7.5}"
1773704392.0618317,ReferenceFreqMsg,"{'t': 1773704392.0618317, 'f_ref': 7.5}"
1773704392.0633075,ReferenceFreqMsg,"{'t': 1773704392.0633075, 'f_ref': 7.5}"
1773704392.0647423,ReferenceFreqMsg,"{'t': 1773704392.0647423, 'f_ref': 7.5}"
20635.687,AccelMsg,"{'t': 20635.687, 'ax': -0.3391, 'ay': -0.2729, 'az': -0.1835}"
1773704392.0664363,ReferenceFreqMsg,"{'t': 1773704392.0664363, 'f_ref': 7.5}"
1773704392.0718398,ReferenceFreqMsg,"{'t': 1773704392.0718398, 'f_ref': 7.5}"
1773704392.0736575,ReferenceFreqMsg,"{'t': 1773704392.0736575, 'f_ref': 7.5}"
1773704392.075149,ReferenceFreqMsg,"{'t': 1773704392.075149, 'f_ref': 7.5}"
1773704392.0769975,ReferenceFreqMsg,"{'t': 1773704392.0769975, 'f_ref': 7.5}"
20635.687,AccelMsg,"{'t': 20635.687, 'ax': -0.2352, 'ay': -0.2606, 'az': 0.7072}"
1773704392.0785334,ReferenceFreqMsg,"{'t': 1773704392.0785334, 'f_ref': 7.5}"
1773704392.0810926,ReferenceFreqMsg,"{'t': 1773704392.0810926, 'f_ref': 7.5}"
1773704392.0827184,ReferenceFreqMsg,"{'t': 1773704392.0827184, 'f_ref': 7.5}"
1773704392.0844746,ReferenceFreqMsg,"{'t': 1773704392.0844746, 'f_ref': 7.5}"
20635.703,AccelMsg,"{'t': 20635.703, 'ax': 0.4354, 'ay': -0.2434, 'az': -0.1148}"
1773704392.0862625,ReferenceFreqMsg,"{'t': 1773704392.0862625, 'f_ref': 7.5}"
1773704392.0916858,ReferenceFreqMsg,"{'t': 1773704392.0916858, 'f_ref': 7.5}"
1773704392.0933208,ReferenceFreqMsg,"{'t': 1773704392.0933208, 'f_ref': 7.5}"
1773704392.0946598,ReferenceFreqMsg,"{'t': 1773704392.0946598, 'f_ref': 7.5}"
1773704392.0960793,ReferenceFreqMsg,"{'t': 1773704392.0960793, 'f_ref': 7.5}"
20635.718,AccelMsg,"{'t': 20635.718, 'ax': 0.4441, 'ay': 0.1066, 'az': -0.0983}"
20635.718,FrequencyErrorMsg,"{'t': 20635.718, 'error_hz': 0.3125}"
20635.718,FrequencyMsg,"{'t': 20635.718, 'f_hz': 7.8125}"
20635.718,SNRMsg,"{'t': 20635.718, 'snr_db': 10.142539819865874}"
20635.718,FilteredAccelMsg,"{'t': 20635.718, 'value': '<array len=200>'}"
20635.718,AccelMsg,"{'t': 20635.718, 'ax': -0.0207, 'ay': -0.082, 'az': 0.7393}"
20635.734,AccelMsg,"{'t': 20635.734, 'ax': -0.0166, 'ay': 0.0756, 'az': 0.1591}"
1773704392.1123798,ReferenceFreqMsg,"{'t': 1773704392.1123798, 'f_ref': 7.5}"
1773704392.1205087,ReferenceFreqMsg,"{'t': 1773704392.1205087, 'f_ref': 7.5}"
1773704392.122152,ReferenceFreqMsg,"{'t': 1773704392.122152, 'f_ref': 7.5}"
1773704392.1237988,ReferenceFreqMsg,"{'t': 1773704392.1237988, 'f_ref': 7.5}"
1773704392.125455,ReferenceFreqMsg,"{'t': 1773704392.125455, 'f_ref': 7.5}"
20635.734,AccelMsg,"{'t': 20635.734, 'ax': 0.0057, 'ay': 0.0013, 'az': 0.4777}"
1773704392.1271322,ReferenceFreqMsg,"{'t': 1773704392.1271322, 'f_ref': 7.5}"
1773704392.128716,ReferenceFreqMsg,"{'t': 1773704392.128716, 'f_ref': 7.5}"
1773704392.130133,ReferenceFreqMsg,"{'t': 1773704392.130133, 'f_ref': 7.5}"
1773704392.131381,ReferenceFreqMsg,"{'t': 1773704392.131381, 'f_ref': 7.5}"
1773704392.132858,ReferenceFreqMsg,"{'t': 1773704392.132858, 'f_ref': 7.5}"
1773704392.1343617,ReferenceFreqMsg,"{'t': 1773704392.1343617, 'f_ref': 7.5}"
20635.75,AccelMsg,"{'t': 20635.75, 'ax': 0.0321, 'ay': -0.0717, 'az': 0.3664}"
1773704392.1360047,ReferenceFreqMsg,"{'t': 1773704392.1360047, 'f_ref': 7.5}"
1773704392.1410778,ReferenceFreqMsg,"{'t': 1773704392.1410778, 'f_ref': 7.5}"
1773704392.142849,ReferenceFreqMsg,"{'t': 1773704392.142849, 'f_ref': 7.5}"
1773704392.144452,ReferenceFreqMsg,"{'t': 1773704392.144452, 'f_ref': 7.5}"
1773704392.1459007,ReferenceFreqMsg,"{'t': 1773704392.1459007, 'f_ref': 7.5}"
1773704392.1473107,ReferenceFreqMsg,"{'t': 1773704392.1473107, 'f_ref': 7.5}"
20635.765,AccelMsg,"{'t': 20635.765, 'ax': 0.1179, 'ay': -0.0089, 'az': 0.3186}"
1773704392.1488101,ReferenceFreqMsg,"{'t': 1773704392.1488101, 'f_ref': 7.5}"
1773704392.1504273,ReferenceFreqMsg,"{'t': 1773704392.1504273, 'f_ref': 7.5}"
1773704392.1521802,ReferenceFreqMsg,"{'t': 1773704392.1521802, 'f_ref': 7.5}"
1773704392.1539884,ReferenceFreqMsg,"{'t': 1773704392.1539884, 'f_ref': 7.5}"
20635.765,AccelMsg,"{'t': 20635.765, 'ax': -0.0239, 'ay': 0.0127, 'az': 0.3886}"
1773704392.1557887,ReferenceFreqMsg,"{'t': 1773704392.1557887, 'f_ref': 7.5}"
1773704392.1614132,ReferenceFreqMsg,"{'t': 1773704392.1614132, 'f_ref': 7.5}"
1773704392.1632795,ReferenceFreqMsg,"{'t': 1773704392.1632795, 'f_ref': 7.5}"
1773704392.1651597,ReferenceFreqMsg,"{'t': 1773704392.1651597, 'f_ref': 7.5}"
1773704392.167022,ReferenceFreqMsg,"{'t': 1773704392.167022, 'f_ref': 7.5}"
20635.781,AccelMsg,"{'t': 20635.781, 'ax': 0.0079, 'ay': 0.0009, 'az': 0.9269}"
1773704392.1684299,ReferenceFreqMsg,"{'t': 1773704392.1684299, 'f_ref': 7.5}"
1773704392.1705437,ReferenceFreqMsg,"{'t': 1773704392.1705437, 'f_ref': 7.5}"
1773704392.1725552,ReferenceFreqMsg,"{'t': 1773704392.1725552, 'f_ref': 7.5}"
1773704392.1740482,ReferenceFreqMsg,"{'t': 1773704392.1740482, 'f_ref': 7.5}"
1773704392.1757214,ReferenceFreqMsg,"{'t': 1773704392.1757214, 'f_ref': 7.5}"
20635.796,AccelMsg,"{'t': 20635.796, 'ax': -0.0809, 'ay': -0.4101, 'az': -0.5261}"
1773704392.177091,ReferenceFreqMsg,"{'t': 1773704392.177091, 'f_ref': 7.5}"
1773704392.182647,ReferenceFreqMsg,"{'t': 1773704392.182647, 'f_ref': 7.5}"
1773704392.184203,ReferenceFreqMsg,"{'t': 1773704392.184203, 'f_ref': 7.5}"
1773704392.185625,ReferenceFreqMsg,"{'t': 1773704392.185625, 'f_ref': 7.5}"
1773704392.1870785,ReferenceFreqMsg,"{'t': 1773704392.1870785, 'f_ref': 7.5}"
20635.796,AccelMsg,"{'t': 20635.796, 'ax': 0.173, 'ay': 0.251, 'az': -1.2112}"
1773704392.1886587,ReferenceFreqMsg,"{'t': 1773704392.1886587, 'f_ref': 7.5}"
1773704392.191145,ReferenceFreqMsg,"{'t': 1773704392.191145, 'f_ref': 7.5}"
1773704392.192634,ReferenceFreqMsg,"{'t': 1773704392.192634, 'f_ref': 7.5}"
1773704392.1939461,ReferenceFreqMsg,"{'t': 1773704392.1939461, 'f_ref': 7.5}"
1773704392.195652,ReferenceFreqMsg,"{'t': 1773704392.195652, 'f_ref': 7.5}"
20635.812,AccelMsg,"{'t': 20635.812, 'ax': 0.4376, 'ay': 0.1497, 'az': -0.9709}"
1773704392.197273,ReferenceFreqMsg,"{'t': 1773704392.197273, 'f_ref': 7.5}"
1773704392.1991203,ReferenceFreqMsg,"{'t': 1773704392.1991203, 'f_ref': 7.5}"
1773704392.2008936,ReferenceFreqMsg,"{'t': 1773704392.2008936, 'f_ref': 7.5}"
1773704392.2025943,ReferenceFreqMsg,"{'t': 1773704392.2025943, 'f_ref': 7.5}"
1773704392.2042341,ReferenceFreqMsg,"{'t': 1773704392.2042341, 'f_ref': 7.5}"
20635.828,AccelMsg,"{'t': 20635.828, 'ax': 0.3077, 'ay': 0.0231, 'az': -0.816}"
1773704392.2059667,ReferenceFreqMsg,"{'t': 1773704392.2059667, 'f_ref': 7.5}"
1773704392.2109766,ReferenceFreqMsg,"{'t': 1773704392.2109766, 'f_ref': 7.5}"
1773704392.2127123,ReferenceFreqMsg,"{'t': 1773704392.2127123, 'f_ref': 7.5}"
1773704392.214463,ReferenceFreqMsg,"{'t': 1773704392.214463, 'f_ref': 7.5}"
1773704392.2161863,ReferenceFreqMsg,"{'t': 1773704392.2161863, 'f_ref': 7.5}"
20635.828,AccelMsg,"{'t': 20635.828, 'ax': -0.6698, 'ay': -0.9592, 'az': 0.4242}"
1773704392.2179525,ReferenceFreqMsg,"{'t': 1773704392.2179525, 'f_ref': 7.5}"
1773704392.2197444,ReferenceFreqMsg,"{'t': 1773704392.2197444, 'f_ref': 7.5}"
1773704392.2214649,ReferenceFreqMsg,"{'t': 1773704392.2214649, 'f_ref': 7.5}"
1773704392.2229023,ReferenceFreqMsg,"{'t': 1773704392.2229023, 'f_ref': 7.5}"
1773704392.2246475,ReferenceFreqMsg,"{'t': 1773704392.2246475, 'f_ref': 7.5}"
20635.843,AccelMsg,"{'t': 20635.843, 'ax': 0.016, 'ay': -0.0148, 'az': -0.2451}"
1773704392.2263358,ReferenceFreqMsg,"{'t': 1773704392.2263358, 'f_ref': 7.5}"
1773704392.2312095,ReferenceFreqMsg,"{'t': 1773704392.2312095, 'f_ref': 7.5}"
1773704392.2328901,ReferenceFreqMsg,"{'t': 1773704392.2328901, 'f_ref': 7.5}"
1773704392.2345476,ReferenceFreqMsg,"{'t': 1773704392.2345476, 'f_ref': 7.5}"
1773704392.2362146,ReferenceFreqMsg,"{'t': 1773704392.2362146, 'f_ref': 7.5}"
20635.859,AccelMsg,"{'t': 20635.859, 'ax': 0.0759, 'ay': -0.017, 'az': -0.4357}"
1773704392.2378592,ReferenceFreqMsg,"{'t': 1773704392.2378592, 'f_ref': 7.5}"
1773704392.2396834,ReferenceFreqMsg,"{'t': 1773704392.2396834, 'f_ref': 7.5}"
1773704392.2413619,ReferenceFreqMsg,"{'t': 1773704392.2413619, 'f_ref': 7.5}"
1773704392.242538,ReferenceFreqMsg,"{'t': 1773704392.242538, 'f_ref': 7.5}"
1773704392.2439766,ReferenceFreqMsg,"{'t': 1773704392.2439766, 'f_ref': 7.5}"
1773704392.2454839,ReferenceFreqMsg,"{'t': 1773704392.2454839, 'f_ref': 7.5}"
20635.859,AccelMsg,"{'t': 20635.859, 'ax': 0.0922, 'ay': -0.0425, 'az': -0.4785}"
1773704392.246998,ReferenceFreqMsg,"{'t': 1773704392.246998, 'f_ref': 7.5}"
1773704392.2515833,ReferenceFreqMsg,"{'t': 1773704392.2515833, 'f_ref': 7.5}"
1773704392.253086,ReferenceFreqMsg,"{'t': 1773704392.253086, 'f_ref': 7.5}"
1773704392.2545917,ReferenceFreqMsg,"{'t': 1773704392.2545917, 'f_ref': 7.5}"
1773704392.256013,ReferenceFreqMsg,"{'t': 1773704392.256013, 'f_ref': 7.5}"
1773704392.257716,ReferenceFreqMsg,"{'t': 1773704392.257716, 'f_ref': 7.5}"
20635.875,AccelMsg,"{'t': 20635.875, 'ax': -0.1323, 'ay': 0.3668, 'az': 0.5811}"
1773704392.2593913,ReferenceFreqMsg,"{'t': 1773704392.2593913, 'f_ref': 7.5}"
1773704392.2609015,ReferenceFreqMsg,"{'t': 1773704392.2609015, 'f_ref': 7.5}"
1773704392.2626007,ReferenceFreqMsg,"{'t': 1773704392.2626007, 'f_ref': 7.5}"
1773704392.2643628,ReferenceFreqMsg,"{'t': 1773704392.2643628, 'f_ref': 7.5}"
1773704392.26604,ReferenceFreqMsg,"{'t': 1773704392.26604, 'f_ref': 7.5}"
20635.89,AccelMsg,"{'t': 20635.89, 'ax': -0.0661, 'ay': 0.09, 'az': 0.1484}"
1773704392.2676833,ReferenceFreqMsg,"{'t': 1773704392.2676833, 'f_ref': 7.5}"
1773704392.2717817,ReferenceFreqMsg,"{'t': 1773704392.2717817, 'f_ref': 7.5}"
1773704392.2731247,ReferenceFreqMsg,"{'t': 1773704392.2731247, 'f_ref': 7.5}"
1773704392.2744987,ReferenceFreqMsg,"{'t': 1773704392.2744987, 'f_ref': 7.5}"
1773704392.2761805,ReferenceFreqMsg,"{'t': 1773704392.2761805, 'f_ref': 7.5}"
1773704392.2778654,ReferenceFreqMsg,"{'t': 1773704392.2778654, 'f_ref': 7.5}"
20635.89,AccelMsg,"{'t': 20635.89, 'ax': 0.0313, 'ay': -0.1395, 'az': 0.4283}"
1773704392.2795253,ReferenceFreqMsg,"{'t': 1773704392.2795253, 'f_ref': 7.5}"
1773704392.2810585,ReferenceFreqMsg,"{'t': 1773704392.2810585, 'f_ref': 7.5}"
1773704392.282555,ReferenceFreqMsg,"{'t': 1773704392.282555, 'f_ref': 7.5}"
1773704392.284207,ReferenceFreqMsg,"{'t': 1773704392.284207, 'f_ref': 7.5}"
1773704392.285735,ReferenceFreqMsg,"{'t': 1773704392.285735, 'f_ref': 7.5}"
20635.906,AccelMsg,"{'t': 20635.906, 'ax': 0.0372, 'ay': 0.0981, 'az': 0.3588}"
1773704392.2869647,ReferenceFreqMsg,"{'t': 1773704392.2869647, 'f_ref': 7.5}"
1773704392.2884603,ReferenceFreqMsg,"{'t': 1773704392.2884603, 'f_ref': 7.5}"
1773704392.2901225,ReferenceFreqMsg,"{'t': 1773704392.2901225, 'f_ref': 7.5}"
1773704392.2917929,ReferenceFreqMsg,"{'t': 1773704392.2917929, 'f_ref': 7.5}"
1773704392.2932994,ReferenceFreqMsg,"{'t': 1773704392.2932994, 'f_ref': 7.5}"
1773704392.2949214,ReferenceFreqMsg,"{'t': 1773704392.2949214, 'f_ref': 7.5}"
20635.906,AccelMsg,"{'t': 20635.906, 'ax': -0.1991, 'ay': -0.0165, 'az': 0.9335}"
